,Index,Instance,DominantPairs,SmallerBetterPairs,CapacityFraction,CapFracDistanceFromOneHalf,CorrelationCoefficient,ApproximationGap,CoeffVarWeights,CoeffVarProfits,CoeffVarEffics,PossibleItemFixProportion,SubsetSumLikeness,ModBalasZemelMeasure,MaxCardinality,MinCardinality,CardinalityGap,FirstWeight,FirstProfit,PolyfitLinear,PolyfitQuadratic,PolyfitCubic,BeforeAfterSplitRatio,EvenOddLikeness,GreedyUnusedCapacity,ReducedDominantPairs,ReducedSmallerBetterPairs,ReducedCapacityFraction,ReducedCapFracDistanceFromOneHalf,ReducedCorrelationCoefficient,ReducedApproximationGap,ReducedCoeffVarWeights,ReducedCoeffVarProfits,ReducedCoeffVarEffics,ReducedSubsetLikeness,ReducedModBalasZemelMeasure,ReducedMaxCardinality,ReducedMinCardinality,ReducedCardinalityGap,ReducedFirstWeight,ReducedFirstProfit,ReducedPolyfitLinear,ReducedPolyfitQuadratic,ReducedPolyfitCubic,ReducedBeforeAfterSplitRatio,ReducedGreedyUnusedCapacity,algo_Expknap,algo_Minknap,algo_Combo,Source,Label,X
2388,2628,46_knapPI_16_1000_1000_1_new,0.512448448,0.852,0.001635764,0.996728472,-0.033673376,0.006207336,0.339608997,0.200270777,0.599669519,0.999,0.001,8.76E-07,0.037,0,0.037,0.001,0,0.001133896,0.001185031,0.001192964,0.011607016,0.01,0,0,0,0.87755102,0.755102041,0,0.87755102,0,0,0,0,0.999999968,1,0,1,1,1,1,1,1,0,0,4.82E-05,0.000265583,0.00022129,Pisinger_small_coff,0,0
2389,2629,46_knapPI_16_100_1000_1_new,0.566666667,0.863030303,0.016368051,0.967263898,-0.225188729,0.549960474,0.354947526,0.213805494,0.210264755,0.88,0.01,0.000214841,0.12,0,0.12,0.024291498,0,0.050709963,0.058327608,0.067709984,0.044595764,0.1,0.433416362,0.318181818,0.893939394,0.405479452,0.189041096,0.604831649,0.557720058,0.263833652,0.125410598,0.09072003,0.083333333,0.002587333,0.583333333,0.25,0.333333333,0.121359223,0.530864198,0.365821323,0.425595214,0.524739176,0.5,0.244977194,6.81E-06,0.000193939,0.000192704,Pisinger_small_coff,0,0
2390,2630,46_knapPI_16_200_1000_1_new,0.52839196,0.855025126,0.008039808,0.983920383,-0.097732693,0.165643132,0.337003452,0.197836127,0.198841286,0.96,0.005,4.74E-05,0.075,0,0.075,0.024024024,0,0.009551679,0.010978937,0.042362088,0.025851953,0.05,0.113377486,0.107142857,0.285714286,0.547880691,0.095761381,0.906770969,0.169011648,0.080645179,0.127796706,0.0140605,0.125,0.003170408,0.625,0.375,0.25,0.709677419,0.532272325,0.82223359,0.853469887,0.875810438,0.5,0.113377486,1.09E-05,0.000208792,0.000196678,Pisinger_small_coff,0,0
2391,2631,46_knapPI_16_20_1000_1_new,0.689473684,0.868421053,0.092489651,0.815020698,-0.487947155,0.194814221,0.348785034,0.242574842,0.172012905,0.75,0.05,0.000165488,0.3,0,0.3,0.048832272,0,0.238092426,0.369793419,0.374168473,0.147583618,0.5,0.161935736,0.1,0.5,0.429982047,0.140035907,0.668352065,0.207471642,0.083229057,0.09474774,0.01538435,0.2,0.004089296,0.6,0.2,0.4,0.728937729,0.664783427,0.446694483,0.723874781,0.81507987,0.352416382,0.055036194,2.35E-06,0.000191162,0.000192487,Pisinger_small_coff,0,0
2392,2632,46_knapPI_1_1000_1000_1_new,0.494018018,0.741993994,0.000753664,0.998492671,0.019886221,0.2361,0.331715343,0.340214299,0.664695486,0.982,0.001,3.09E-05,0.026,0,0.026,0.001,0,0.000395462,0.000661509,0.001288282,0.007672651,0.01,0.076030816,0.124183007,0.692810458,0.398510242,0.202979516,0.893684624,0.257470011,0.286193439,0.265536563,0.048505009,0.055555556,0.002649423,0.611111111,0.222222222,0.388888889,0.035087719,0.040348964,0.798672208,0.824460529,0.829273155,0.5,0.076030816,5.35E-06,0.000193761,0.00020585,Pisigner_hard,0,0
2393,2633,46_knapPI_1_100_1000000_1_new,0.491313131,0.722828283,0.019269781,0.961460437,0.045991613,0.224109426,0.33591031,0.341063954,0.311862891,0.91,0.01,0.0001532,0.16,0,0.16,0.00501454,0,0.002115228,0.027326971,0.031598026,0.039583424,0.1,0.763044128,0.138888889,0.194444444,0.365629351,0.268741297,0.987383932,0.226545097,0.433136286,0.570940874,0.092575022,0.111111111,0.003212651,0.777777778,0.111111111,0.666666667,0.140150459,0,0.97492703,0.978241589,0.99111029,0.045167235,0.028437518,2.00E-06,0.000190049,0.000191327,Pisinger_large_coff,0,0
2394,2634,46_knapPI_1_2000_100000_1_new,0.500025513,0.738573787,0.000751047,0.998497906,0.000429101,0.204338978,0.324220781,0.341328995,0.477041181,0.986,0.0005,2.56E-05,0.026,0,0.026,0.000960144,0,1.84E-07,0.000532291,0.000548495,0.007847604,0.005,0.596368601,0.137566138,0.706349206,0.710932238,0.421864475,0.896379615,0.217561065,0.325905719,0.286155937,0.124035823,0.035714286,0.002691341,0.857142857,0.464285714,0.392857143,0.019203841,0.114062767,0.803496414,0.810894152,0.826914972,0.852416382,0.208644814,1.78E-05,0.000209593,0.000209255,Pisinger_large_coff,0,0
2395,2635,46_knapPI_1_200_10000_1_new,0.528241206,0.756733668,0.007128839,0.985742323,-0.080506863,0.074204355,0.329501427,0.33938235,0.561113181,0.96,0.005,2.96E-05,0.085,0,0.085,0.002302533,0,0.006481355,0.009167319,0.009571628,0.028013617,0.05,0.53315869,0,0.714285714,0.275041277,0.449917446,0.99695964,0.08086893,0.307006021,0.298004504,0.010907363,0.125,0.004225109,0.5,0.125,0.375,0.109052031,0.136144578,0.993928524,0.994094828,0.994612517,0.312832958,0.070376701,2.34E-06,0.000188121,0.000192312,Pisigner_hard,0,0
2396,2636,46_knapPI_1_500_10000000_1_new,0.499102204,0.739254509,0.003545907,0.992908187,0.007433092,0.352155498,0.325614056,0.340565706,0.705444075,0.95,0.002,9.25E-05,0.05,0,0.05,0.001122778,0,5.53E-05,0.00305468,0.004803105,0.01458478,0.02,0.859630545,0.17,0.7,0.415826643,0.168346714,0.799861393,0.362409907,0.310014918,0.27339841,0.152609234,0.04,0.002671639,0.64,0.24,0.4,0.026596143,0.005498328,0.639778248,0.643749933,0.657400732,0.526464676,0.023336398,1.29E-05,0.000191564,0.000196336,Pisinger_large_coff,0,0
2397,2637,46_knapPI_1_50_10000_1_new,0.511836735,0.740408163,0.028361082,0.943277836,-0.018507041,0.226755244,0.339419891,0.37063048,0.32538459,0.84,0.02,0.000187128,0.16,0,0.16,0.016363264,0,0.000342511,0.036416744,0.03768971,0.049847926,0.2,0.125665916,0.107142857,0.428571429,0.286288616,0.427422768,0.868451048,0.249940698,0.276123279,0.320881591,0.061460251,0.125,0.002591426,0.5,0.125,0.375,0.121621622,0.183449651,0.754207223,0.778703793,0.87067725,0.147583618,0.00541791,1.03E-06,0.00018633,0.000196865,Pisigner_hard,0,0
2398,2638,46_knapPI_2_1000_1000_1_new,0.481735736,0.736640641,0.001291714,0.997416573,0.057175244,0.094834308,0.331715343,0.333896085,0.649632507,0.987,0.001,1.65E-05,0.034,0,0.034,0.001,0,0.003269009,0.006002296,0.006003564,0.009438628,0.01,0.006365986,0.076923077,0.371794872,0.321792261,0.356415479,0.982753552,0.111935577,0.269467636,0.296080975,0.027319815,0.076923077,0.002861094,0.538461538,0.153846154,0.384615385,0.147540984,0.061202186,0.965804543,0.970991701,0.97099366,0.214776713,0.006365986,6.92E-06,0.000193417,0.000194512,Pisigner_hard,0,0
2399,2639,46_knapPI_2_100_1000000_1_new,0.532525253,0.76,0.013282528,0.973434945,-0.074967204,0.225140925,0.33591031,0.351841406,0.379619247,0.89,0.01,0.000129897,0.13,0,0.13,0.00501454,0,0.005620082,0.071078599,0.078991876,0.039583424,0.1,0.444780659,0.218181818,0.545454545,0.296483918,0.407032165,0.881645419,0.282691039,0.387691944,0.397336716,0.064120584,0.090909091,0.002719882,0.545454545,0.090909091,0.454545455,0.160126925,0,0.777298645,0.778809616,0.77886363,0.295167235,0.028830558,5.63E-06,0.000194097,0.000197475,Pisinger_large_coff,0,0
2400,2640,46_knapPI_2_2000_1000000_1_new,0.497708854,0.744014507,0.000675437,0.998649125,0.008140356,0.111909767,0.331387061,0.336040745,0.573689686,0.9905,0.0005,1.51E-05,0.0265,0,0.0265,0.000922642,0,6.63E-05,0.001538135,0.001764448,0.007672651,0.005,0.98920721,0.111111111,0.643274854,0.54495168,0.08990336,0.928639719,0.144130179,0.261946511,0.245349075,0.030810556,0.052631579,0.00264164,0.736842105,0.368421053,0.368421053,0.149757424,0.180685428,0.862371727,0.873649536,0.874835815,0.614200251,0.628063155,2.05E-05,0.000211574,0.00020673,Pisinger_large_coff,0,0
2401,2641,46_knapPI_2_200_10000_1_new,0.503467337,0.747537688,0.004802139,0.990395723,-0.005818272,0.348863034,0.329501427,0.334731073,0.57319916,0.91,0.005,0.000129758,0.07,0,0.07,0.002302533,0,3.39E-05,0.000240293,0.007618534,0.02166941,0.05,0.872091597,0.241830065,0.653594771,0.265708081,0.468583839,0.748159013,0.359443631,0.313563212,0.270335565,0.080197514,0.055555556,0.002711454,0.5,0.111111111,0.388888889,0.117130307,0.199357521,0.559741909,0.659584711,0.664311074,0.334750659,0.290567092,5.63E-06,0.000196963,0.000192377,Pisigner_hard,0,0
2402,2642,46_knapPI_2_500_10000000_1_new,0.499014028,0.743967936,0.000624888,0.998750223,0.007840425,0.106240933,0.325614056,0.336069839,0.454867371,0.99,0.002,1.60E-05,0.022,0,0.022,0.001122778,0,6.15E-05,0.000166325,0.008236002,0.004584393,0.02,0.877873434,0,0.1,0.744691505,0.48938301,0.991560038,0.157271473,0.331680844,0.375276395,0.038248239,0.2,0.003721156,1,0.4,0.6,0.090995641,0.041037192,0.983191309,0.985410685,0.997185917,0.352416382,0.004962039,7.09E-06,0.000194034,0.000198496,Pisinger_large_coff,0,0
2403,2643,46_knapPI_2_50_1000_1_new,0.487346939,0.74122449,0.024875243,0.950249514,0.027382631,0.114837819,0.301580049,0.320151542,0.316074012,0.92,0.02,0.000104899,0.12,0,0.12,0.008008008,0,0.000749808,0.015466587,0.017944591,0.039583424,0.2,0.219987515,0.166666667,0.666666667,0.255014327,0.489971347,0.97468968,0.144419372,0.227524938,0.217373408,0.012275252,0.25,0.003245595,0.5,0,0.5,0.466666667,0.505467801,0.950019972,0.977030196,1,0.147583618,0.014321528,2.54E-06,0.000186639,0.000194698,Pisigner_hard,0,0
2404,2644,46_knapPI_3_1000_100000_1_new,0.50965966,0.788052052,0.000317199,0.999365602,-0.027975864,0.191226666,0.341348415,0.292372887,0.655517492,0.987,0.001,1.20E-05,0.018,0,0.018,0.000751887,0,0.000782649,0.005728545,0.005729943,0.004584393,0.01,0.847700433,0.115384615,0.602564103,0.48529582,0.029408359,0.942195404,0.214603507,0.290483271,0.271464022,0.067792483,0.076923077,0.003165478,0.692307692,0.307692308,0.384615385,0.059742647,0.187199624,0.887732179,0.888910873,0.909014241,0.447431543,0.847700433,8.13E-05,0.000271116,0.000230791,Pisinger_large_coff,0,0
2405,2645,46_knapPI_3_100_10000_1_new,0.513535354,0.788080808,0.013050442,0.973899116,-0.015180621,0.210706444,0.34669986,0.30590945,0.289344822,0.89,0.01,0.000128458,0.1,0,0.1,0.016080402,0,0.000230451,0.001374237,0.002549227,0.030224067,0.1,0.860791025,0.054545455,0.636363636,0.190796172,0.618407656,0.949713544,0.234047024,0.284509201,0.237301071,0.049433037,0.090909091,0.002707024,0.454545455,0.090909091,0.363636364,0.116368286,0.298945019,0.901955816,0.903134381,0.950644401,0.17202087,0.13438619,4.33E-06,0.000192841,0.000187436,Pisigner_hard,0,0
2406,2646,46_knapPI_3_2000_10000_1_new,0.502463232,0.789056528,0.000665286,0.998669428,-0.007021915,0.073319947,0.334346067,0.286567077,0.824132005,0.9965,0.0005,9.51E-06,0.027,0,0.027,0.00020014,0,4.93E-05,0.000540639,0.000544241,0.008551053,0.005,0.225605263,0,0.666666667,0.282016349,0.435967302,0.999089834,0.084923209,0.372185931,0.354956981,0.012076483,0.142857143,0.005844576,0.571428571,0,0.571428571,0.122494432,0.156042567,0.998180495,0.998389916,0.998443002,0.397583618,0.021405504,0.000104622,0.000296258,0.000243725,Pisigner_hard,0,0
2407,2647,46_knapPI_3_200_10000000_1_new,0.473718593,0.761658291,0.002697563,0.994604873,0.071522196,0.269927649,0.340422371,0.292787486,0.723702092,0.93,0.005,6.51E-05,0.05,0,0.05,0.000157407,0,0.005115425,0.039243957,0.049514982,0.01383085,0.05,0.985517407,0.175824176,0.604395604,0.342808488,0.314383024,0.862649547,0.280720804,0.285690571,0.261706241,0.060960513,0.071428571,0.002868356,0.571428571,0.142857143,0.428571429,0.059073442,0.18014793,0.744164241,0.758339663,0.782017581,0.397583618,0.325357853,1.22E-05,0.000202037,0.000199651,Pisinger_large_coff,0,0
2408,2648,46_knapPI_3_500_1000_1_new,0.491022044,0.790773547,0.002915523,0.994168954,0.031148935,0.173363345,0.329970356,0.283355399,0.377640139,0.974,0.002,4.13E-05,0.05,0,0.05,0.003003003,0,0.000970256,0.00585771,0.006546296,0.015345157,0.02,0.101003077,0.076923077,0.717948718,0.508417508,0.016835017,0.950317034,0.210526316,0.340639953,0.269361714,0.097502729,0.076923077,0.002645867,0.769230769,0.230769231,0.538461538,0.045977011,0.197790055,0.903102465,0.904589105,0.910193031,0.67202087,0.101003077,1.36E-05,0.000196073,0.000198447,Pisigner_hard,0,0
2409,2649,46_knapPI_3_50_1000000_1_new,0.497142857,0.760816327,0.028054027,0.943891947,-0.015468542,0.443603392,0.349494934,0.315939989,0.211245664,0.82,0.02,0.000250404,0.2,0,0.2,0.031783497,0,0.000239276,0.001084703,0.007350166,0.073558444,0.2,0.435524542,0.194444444,0.611111111,0.557269033,0.114538066,0.660816176,0.512478927,0.333480487,0.309405223,0.054316179,0.111111111,0.002933112,0.777777778,0.333333333,0.444444444,0.166455528,0.168207684,0.436678018,0.551059162,0.552165957,0.57797913,0.32556402,1.99E-06,0.000188076,0.000190978,Pisinger_large_coff,0,0
2410,2651,46_knapPI_4_100_10000000_1_new,0.478585859,0.677575758,0.002809393,0.994381213,0.05645408,0.001824568,0.300141455,0.355452726,0.123041961,0.99,0.01,9.32E-07,0.02,0,0.02,0.091988504,0,0.003187063,0.048751415,0.070461366,0.003247947,0.1,0.005345614,0,0,0.002460623,0.995078754,0,0.002460623,0,0,0,0,0.999999968,1,0,1,1,1,1,1,1,0,0,1.69E-06,0.000190948,0.000196888,Pisinger_large_coff,0,0
2411,2652,46_knapPI_4_2000_100000_1_new,0.507457229,0.71318059,4.64E-05,0.999907192,-0.022257034,0.534562278,0.285723,0.333192826,0.137134066,0.98,0.0005,0.00013165,0.0005,0,0.0005,0.091559227,0,0.000495376,0.002919237,0.003204268,0,0.005,0.988665376,0.401282051,0.647435897,0.011461435,0.97707713,0.374602717,0.536091561,0.07834818,0.096329887,0.021295889,0.025,0.002563458,0.025,0,0.025,0.663436181,0.502449258,0.140327195,0.155755242,0.162427205,0,0.887817548,0.000905015,0.000295663,0.000281702,Pisinger_large_coff,1,0
2412,2653,46_knapPI_4_200_1000_1_new,0.529798995,0.733869347,0.005233912,0.989532177,-0.09705591,0.363314134,0.294291785,0.347763669,0.131604094,0.925,0.005,0.000168718,0.03,0,0.03,0.098271156,0,0.00941985,0.022993022,0.023322003,0.006630497,0.05,0.397265414,0.266666667,0.495238095,0.211931581,0.576136838,0.646909247,0.368852459,0.169905346,0.209252551,0.038510669,0.066666667,0.00278916,0.333333333,0.133333333,0.2,0.446640316,0.276422764,0.418491574,0.451857788,0.500188391,0.102416382,0.397265414,1.41E-05,0.000188519,0.000199369,Pisigner_hard,0,0
2413,2655,46_knapPI_4_50_10000_1_new,0.553469388,0.729795918,0.019230242,0.961539515,-0.163359831,0.185887113,0.307655111,0.373006409,0.133067376,0.82,0.02,0.000170608,0.08,0,0.08,0.116340706,0,0.026686434,0.027535727,0.054353132,0.01383085,0.2,0.491941952,0.055555556,0.305555556,0.184064635,0.631870729,0.945561116,0.190328494,0.196778626,0.246513,0.026254962,0.111111111,0.002591137,0.333333333,0.111111111,0.222222222,0.34564214,0.200514933,0.894085823,0.943793864,0.958726317,0.045167235,0.039992745,1.92E-05,0.0001899,0.00019117,Pisigner_hard,0,0
2414,2656,46_knapPI_5_1000_10000000_1_new,0.50375976,0.790756757,0.000517139,0.998965722,-0.012382368,0.037316197,0.327663728,0.281078223,0.391303182,0.996,0.001,4.59E-06,0.018,0,0.018,0.001122778,0,0.000153323,0.000631456,0.001522126,0.004584393,0.01,0.980155486,0,0.166666667,0.227542318,0.544915363,0.999170857,0.03857414,0.174238125,0.190295419,0.00435688,0.25,0.002725441,0.5,0,0.5,0.504594446,0.472666416,0.998342401,0.998496793,1,0,0.000279749,7.45E-05,0.000273124,0.000231022,Pisinger_large_coff,0,0
2415,2657,46_knapPI_5_100_1000_1_new,0.478585859,0.751313131,0.014363556,0.971272888,0.066113602,0.288748682,0.334641033,0.29476611,0.305982238,0.89,0.01,0.000169242,0.12,0,0.12,0.008008008,0,0.004371008,0.007390202,0.00856571,0.039583424,0.1,0.101003077,0.2,0.545454545,0.363817097,0.272365805,0.712991936,0.301948622,0.196736336,0.209251537,0.044321156,0.090909091,0.002650811,0.545454545,0.181818182,0.363636364,0.348039216,0.139047619,0.5083575,0.529121242,0.601424626,0.295167235,0.101003077,8.93E-06,0.000192891,0.00019231,Pisigner_hard,0,0
2416,2658,46_knapPI_5_2000_1000_1_new,0.481922961,0.776941471,0.000709332,0.998581336,0.05835716,0.104926258,0.330480795,0.283768741,0.588495765,0.993,0.0005,1.31E-05,0.0245,0,0.0245,0.001,0,0.003405558,0.003705235,0.004358168,0.006803294,0.005,0,0.131868132,0.384615385,0.37007874,0.25984252,0.971870301,0.109813507,0.314300439,0.334222127,0.027467729,0.071428571,0.002635547,0.642857143,0.214285714,0.428571429,0.183673469,0.125475285,0.944531883,0.94982142,0.95748937,0.187167042,0,7.22E-05,0.000310587,0.000229249,Pisigner_hard,0,0
2417,2659,46_knapPI_5_200_1000000_1_new,0.522311558,0.808643216,0.006970578,0.986058844,-0.0739152,0.280483357,0.33855774,0.294671081,0.628957214,0.92,0.005,9.35E-05,0.09,0,0.09,0.000923258,0,0.005463457,0.015415893,0.025650372,0.028013617,0.05,0.62390385,0.175,0.675,0.358540068,0.282919863,0.861792794,0.299320998,0.32305996,0.279504198,0.051118322,0.0625,0.002807356,0.625,0.1875,0.4375,0.102774571,0.1263407,0.74268682,0.743264607,0.754529112,0.411414467,0.036208223,7.19E-06,0.000199358,0.000195206,Pisinger_large_coff,0,0
2418,2660,46_knapPI_5_500_10000_1_new,0.509274549,0.782396794,0.002636043,0.994727914,-0.023272974,0.237020154,0.331875777,0.285870049,0.527591746,0.96,0.002,6.32E-05,0.046,0,0.046,0.002301611,0,0.000541631,0.001108348,0.005853104,0.013083294,0.02,0.70610093,0.105263158,0.647368421,0.287072243,0.425855513,0.930035891,0.237279098,0.292318502,0.264520929,0.037978102,0.05,0.00258594,0.5,0.15,0.35,0.128,0.215404224,0.864966759,0.864966913,0.896337335,0.274437252,0.70610093,2.33E-05,0.000199054,0.000202395,Pisigner_hard,0,0
2419,2661,46_knapPI_5_50_100000_1_new,0.510204082,0.791020408,0.006521401,0.986957197,-0.044799912,0.357026387,0.358422652,0.312334068,0.233964872,0.86,0.02,0.000126416,0.1,0,0.1,0.017520324,0,0.002007032,0.010235687,0.024105439,0.030224067,0.2,0.654128787,0.19047619,0.666666667,0.156610945,0.68677811,0.820680475,0.378617046,0.358104165,0.342378793,0.094789954,0.142857143,0.002800176,0.428571429,0,0.428571429,0.136363636,0.113873748,0.673516443,0.768161292,0.785861861,0.187167042,0.456932391,3.53E-06,0.0001912,0.000189427,Pisinger_large_coff,0,0
2420,2662,46_knapPI_6_1000_1000_1_new,0.494604605,0.746662663,0.001249708,0.997500583,0.021848351,0.196123077,0.331577923,0.332312648,0.651379904,0.974,0.001,3.32E-05,0.034,0,0.034,0.001,0,0.00047735,0.001973684,0.002059548,0.009796255,0.01,0.019092867,0.101538462,0.569230769,0.406320542,0.187358916,0.928264295,0.19931207,0.334084893,0.340779592,0.170865604,0.038461538,0.002581088,0.653846154,0.192307692,0.461538462,0.013333333,0.00101626,0.861674602,0.864585265,0.884507628,0.447431543,0.019092867,1.50E-05,0.000197784,0.000202072,Pisigner_hard,0,0
2421,2663,46_knapPI_6_100_100000_1_new,0.479393939,0.726464646,0.001165882,0.997668237,0.061839746,0.537156628,0.358189892,0.359324194,0.31016776,0.93,0.01,3.49E-05,0.04,0,0.04,0.009965504,0,0.003824154,0.028010039,0.042768761,0.010155379,0.1,0.730026465,0.714285714,0.857142857,0.463748968,0.072502064,-0.421686521,0.557355728,0.153490413,0.175389102,0.058324883,0.142857143,0.002625288,0.571428571,0.285714286,0.285714286,0.449295134,0.381594784,0.177819522,0.339130861,0.570141089,0.397583618,0.243733229,0.000142661,0.000199569,0.000210512,Pisinger_large_coff,0,0
2422,2664,46_knapPI_6_2000_10000000_1_new,0.507463732,0.754745373,0.000163049,0.999673901,-0.022294939,0.223692538,0.333298825,0.333456671,0.70257749,0.99,0.0005,1.33E-05,0.012,0,0.012,0.000156211,0,0.000497064,0.000497166,0.000559625,0.003247947,0.005,0.998775427,0.110526316,0.673684211,0.395718948,0.208562105,0.922410346,0.241839162,0.339696569,0.32805497,0.058400428,0.05,0.002706392,0.65,0.2,0.45,0.046376656,0.080010081,0.850840846,0.850866094,0.853167088,0.5,0.591042375,1.68541,0.0509423,0.00683238,Pisinger_large_coff,1,0
2423,2665,46_knapPI_6_200_10000_1_new,0.521758794,0.746482412,0.005589762,0.988820477,-0.058558911,0.244934089,0.347738966,0.351202618,0.306418566,0.945,0.005,7.00E-05,0.075,0,0.075,0.013014316,0,0.003429146,0.003750388,0.006386194,0.02166941,0.05,0.723973454,0.090909091,0.4,0.428097869,0.143804262,0.910241562,0.275647433,0.287402124,0.343348235,0.057721178,0.090909091,0.002677784,0.636363636,0.181818182,0.454545455,0.177560976,0.026588553,0.828539702,0.829901293,0.923056735,0.295167235,0.080457043,9.48E-05,0.000371767,0.000276419,Pisigner_hard,0,0
2424,2666,46_knapPI_6_500_1000000_1_new,0.524769539,0.752553106,0.002395334,0.995209333,-0.06803927,0.277592143,0.330603969,0.332067161,0.799304826,0.97,0.002,5.22E-05,0.05,0,0.05,0.000130177,0,0.004629342,0.007935111,0.023873021,0.01458478,0.02,0.995329359,0.123809524,0.485714286,0.445814294,0.108371412,0.906089036,0.291296208,0.247680881,0.261789076,0.039159977,0.066666667,0.003234741,0.666666667,0.266666667,0.4,0.170983172,0.047354296,0.820997341,0.88147241,0.88595095,0.352416382,0.161708549,0.120321,0.0084155,0.00119013,Pisinger_large_coff,1,0
2425,2667,46_knapPI_6_50_1000_1_new,0.558367347,0.800816327,0.024600639,0.950798722,-0.197889148,0.354599365,0.31590189,0.331011524,0.116252174,0.72,0.02,0.00026907,0.12,0,0.12,0.047619048,0,0.039160115,0.059081878,0.105755059,0.030224067,0.2,0.063451035,0.175824176,0.571428571,0.224244631,0.551510739,0.79376855,0.354599365,0.256677692,0.271386159,0.051095082,0.071428571,0.002607818,0.428571429,0.071428571,0.357142857,0.138138138,0.204968944,0.630068511,0.632808809,0.637277846,0.187167042,0.063451035,0.000108322,0.000204603,0.00020062,Pisigner_hard,0,0
2426,2668,46_knapPI_9_1000_1000000_1_new,0.493961962,0.494134134,6.05E-06,0.999987894,0.018034418,0.006050767,0.000187626,0.33345463,0.07321757,0.993,0.001,1.54E-05,0.001,0,0.001,0.999004103,0,0.00032524,0.000520822,0.000833957,0,0.01,0.999894881,0.238095238,0.285714286,0.000864699,0.998270602,0.732906417,0.006050767,0.000216573,0.001688298,0.000307289,0.142857143,0.002691383,0.142857143,0,0.142857143,0.999186111,0.993584535,0.537151816,0.638736247,0.699318577,0,0.92705274,0.0984759,0.000223945,0.000221533,Pisinger_large_coff,1,0
2427,2669,46_knapPI_9_100_1000_1_new,0.493333333,0.493737374,6.16E-05,0.999876867,0.066544682,0.00615606,0.000183838,0.341922633,0.075463941,0.98,0.01,1.57E-05,0.01,0,0.01,0.99905093,0,0.004428195,0.004527095,0.057177421,0,0.1,0.8975464,0,0,0.003078922,0.993842155,1,0.00615606,0.000261,0.00090212,0.000128224,0.5,0.011020114,0.5,0,0.5,0.999420371,0.997997998,1,1,1,0,0.067360893,1.60E-06,0.000194453,0.000185246,Pisigner_hard,0,0
2428,2670,46_knapPI_9_2000_1000_1_new,0.499511256,0.499511256,3.08E-06,0.999993843,0.019161986,0.006155937,0.000183222,0.330847814,0.072533131,0.9935,0.0005,1.57E-05,0.0005,0,0.0005,0.999010979,0,0.000367182,0.00181938,0.00189569,0,0.005,0.8975464,0.333333333,0.461538462,0.000473588,0.999052825,0.133006815,0.006155937,0.000194307,0.001059715,0.000210301,0.076923077,0.002565641,0.076923077,0,0.076923077,0.999100827,0.994,0.017690813,0.026611059,0.14428074,0,0.800140726,1.10E-05,0.000200118,0.000201181,Pisigner_hard,0,0
2429,2671,46_knapPI_9_200_100000_1_new,0.500854271,0.500954774,2.81E-06,0.999994387,-0.009985948,0.000561172,0.000187389,0.337997236,0.07441635,0.995,0.005,1.43E-06,0.005,0,0.005,0.999013481,0,9.97E-05,0.011904069,0.0209766,0,0.05,0.988665376,0,0,0.000561172,0.998877656,0,0.000561172,0,0,0,0,0.999999968,1,0,1,1,1,1,1,1,0,0,2.14E-06,0.000193349,0.000195112,Pisinger_large_coff,0,0
2430,2673,46_knapPI_9_50_1000000_1_new,0.45877551,0.45877551,0.000121065,0.999757871,0.110899585,0.006052435,0.000195751,0.361837284,0.080876505,0.96,0.02,1.54E-05,0.02,0,0.02,0.999060153,0,0.012298718,0.0132403,0.018694811,0,0.2,0.999159045,0,0,0.003027022,0.993945956,1,0.006052435,0.000239265,0.001813483,0.000314845,0.5,0.004417246,0.5,0,0.5,0.999468627,0.995979541,1,1,1,0,0.07220099,7.90E-07,0.000197008,0.000190102,Pisinger_large_coff,0,0
2431,2674,47_knapPI_11_1000_1000_1_new,0.55364965,0.742798799,0.001965649,0.996068702,-0.019307203,0.33880597,0.395028039,0.446436736,0.199860929,0.94,0.002,7.48E-05,0.02,0,0.02,0.038953488,0,0.000372768,0.000711713,0.001794007,0.005260841,0.02,0.030393166,0.225423729,0.577966102,0.152130493,0.695739015,0.869365254,0.33880597,0.256239202,0.320282503,0.049916754,0.033333333,0.002654638,0.233333333,0.083333333,0.15,0.389534884,0.125,0.755795946,0.756011406,0.755399226,0.07797913,0.007203548,2.83E-06,0.000193768,0.000196421,Pisinger_small_coff,0,0
2432,2675,47_knapPI_11_100_1000_1_new,0.568686869,0.757171717,0.020523697,0.958952605,-0.176478475,0.138059701,0.406857879,0.468698017,0.239973109,0.91,0.01,7.83E-05,0.12,0,0.12,0.038953488,0,0.031144652,0.032563111,0.041865579,0.030224067,0.1,0.024038649,0.111111111,0.5,0.425862907,0.148274186,0.942731088,0.138059701,0.283571702,0.28696661,0.034994568,0.111111111,0.002812511,0.666666667,0.222222222,0.444444444,0.194767442,0.15,0.888741905,0.894025176,0.925384921,0.25,0.024038649,7.78E-07,0.000193045,0.000191508,Pisinger_small_coff,0,0
